Catalog #,Species,Personal ID,Latitude,Longitude,County,State,Prop of dorsum red,Prop of dorsum black,SVL (cm),TL (cm),Prin1 (L. gentilis),Prin1 (C. coccinea)
8593,M.tener,Mt205,31.02,-94.32,Jasper,Texas,0.444818,0.371539,36.49068339,40.03226633,0.765331363,0.635297702
2663,M.tener,Mt206,31.02,-94.33,Jasper,Texas,0.483385,0.362563,48.34055585,55.12535308,1.314276553,1.245794725
2599,M.tener,Mt207,30.95,-94.15,Jasper,Texas,0.447566,0.351942,24.37934969,26.32181802,1.032600184,0.968894106
3990,M.tener,Mt208,31.02,-94.32,Jasper,Texas,0.471687,0.417187,57.30255815,65.09072434,0.52313252,0.266397381
15726,M.tener,Mt209,31.8,-95.17,Cherokee,Texas,0.430655,0.380879,36.96470982,42.21254818,0.491004574,0.318619768
19464,M.tener,Mt210,32.02,-95.27,Cherokee,Texas,0.476783,0.356302,65.33633023,71.18383949,1.314150955,1.260610324
12963,M.tener,Mt211,32,-95.27,Cherokee,Texas,0.468948,0.348125,47.64120407,54.81451146,1.322988353,1.289619094
18412,M.tener,Mt212,31.97,-94.97,Cherokee,Texas,0.40799,0.414533,39.11275281,41.81047255,-0.173143411,-0.474426936
15723,M.tener,Mt213,32.17,-94.88,Cherokee,Texas,0.435341,0.3928,39.48735779,41.68749559,0.401106684,0.193686243
55012,M.tener,Mt214,30.27,-97.78,Travis,Texas,0.501602,0.3471,26.452613,29.26161397,1.708641816,1.705904727
15727,M.tener,Mt215,30.3,-97.62,Travis,Texas,0.415144,0.396568,56.21570737,65.72826811,0.12485577,-0.111751295
54400,M.tener,Mt216,30.28,-97.78,Travis,Texas,0.412202,0.407224,48.75283116,54.68020571,-0.037024946,-0.310907708
16847,M.tener,Mt217,30.13,-97.82,Travis,Texas,0.459717,0.370688,57.98356424,61.91316681,0.945906346,0.831101668
18414,M.tener,Mt218,30.27,-97.75,Travis,Texas,0.420975,0.404733,42.04795838,45.14360983,0.093252026,-0.165161584
18014,M.tener,Mt219,26.7,-98.43,Starr,Texas,0.387776,0.431895,49.79455667,60.66791024,-0.613194108,-0.98809573
19367,M.tener,Mt220,30.92,-95.28,Trinity,Texas,0.484386,0.328604,46.03588435,49.83682265,1.734421166,1.777733915
1275,M.tener,Mt221,30.62,-97.58,Williamson,Texas,0.33831,0.406271,54.5941969,61.53132875,-0.870327145,-1.202834295
8686,M.tener,Mt222,32.28,-97.68,Somervell,Texas,0.400449,0.415746,43.7740058,49.19689251,-0.273954636,-0.585502193
15725,M.tener,Mt223,32.63,-94.82,Upshur,Texas,0.419552,0.388551,21.54765069,23.45701621,0.271735874,0.065006665
15734,M.tener,Mt224,32.63,-94.82,Upshur,Texas,0.467351,0.35553,45.01665348,48.84904557,1.215610552,1.156711744
33763,M.tener,Mt225,30.43,-100.7,Sutton,Texas,0.458313,0.34828,59.49721006,62.93813537,1.199538073,1.156776611
37817,M.tener,Mt226,31.22,-94.9,Trinity,Texas,0.496513,0.391734,64.14298589,69.52578096,1.113286154,0.960459203
28838,M.tener,Mt228,32.5,-94.8,Gregg,Texas,0.51465,0.29897,50.71265752,57.14867785,2.437063676,2.602489242
15735,M.tener,Mt229,32.38,-94.87,Gregg,Texas,0.490185,0.349283,40.45089288,46.1080135,1.551844082,1.53243509
18013,M.tener,Mt230,32.38,-94.85,Gregg,Texas,0.451188,0.377423,41.43932635,46.90219993,0.767341857,0.623404975
19592,M.tener,Mt231,32.47,-94.77,Gregg,Texas,0.468764,0.35664,39.74755517,44.88791708,1.218405717,1.157060665
16848,M.tener,Mt232,29.92,-97.37,Bastrop,Texas,0.394527,0.401056,65.59703077,71.15245466,-0.164862089,-0.433359236
54279,M.tener,Mt233,27.8,-97.42,Nueces,Texas,0.326357,0.468498,53.84153483,61.51862491,-1.755889493,-2.301705184
25692,M.tener,Mt234,31.65,-95.3,Anderson,Texas,0.524519,0.320848,55.42385193,60.76441687,2.286586834,2.388773591
15724,M.tener,Mt235,31.93,-95.73,Anderson,Texas,0.449855,0.379069,49.21450824,52.77574281,0.732292501,0.581863702
4331,M.tener,Mt238,29.85,-98.1,Hays,Texas,0.360957,0.459645,53.1555434,60.08068465,-1.253777424,-1.741757682
25923,M.tener,Mt239,29.58,-97.58,Gonzales,Texas,0.455063,0.355687,25.28814115,27.6342612,1.073238249,1.003559587
26371,M.tener,Mt240,28.43,-97.27,Refugio,Texas,0.428297,0.382049,41.02242936,46.83209271,0.449965604,0.271787764
22412,M.tener,Mt241,29.58,-97.58,Gonzales,Texas,0.408584,0.412044,55.16300127,58.5852971,-0.13639708,-0.429051704
4333,M.tener,Mt242,29.85,-98.1,Hays,Texas,0.504045,0.372059,57.98416163,63.95596956,1.436186883,1.353939502
24568,M.tener,Mt243,28.12,-97.92,Live Oak,Texas,0.44946,0.394573,60.94652722,65.27377177,0.541184146,0.33976728
10270,M.tener,Mt244,26.93,-98.13,Brooks,Texas,0.341413,0.45082,39.2468923,44.54196612,-1.371004629,-1.846479331
23176,M.tener,Mt245,28.42,-97.58,Goliad,Texas,0.355104,0.419578,69.46877333,74.47045491,-0.838480777,-1.200435727
178005,M.tener,Mt309,27.58,-98.42,Duval,Texas,0.387153,0.444467,46.2645403,51.98999265,-0.771622104,-1.188122224
176736,M.tener,Mt310,27.2,-98.87,Jim Hogg,Texas,0.288402,0.506521,56.2231481,60.17750338,-2.647422131,-3.349186985
178004,M.tener,Mt311,27.25,-98.75,Jim Hogg,Texas,0.373423,0.470184,62.79508364,70.93664594,-1.238097783,-1.75009776
178440,M.tener,Mt312,30.28,-97.87,Travis,Texas,0.394095,0.420077,50.24515705,53.48488633,-0.398720967,-0.729728601
176734,M.tener,Mt313,28.2,-98.55,McMullen,Texas,0.378795,0.46304,45.93938368,50.37186302,-1.090703391,-1.574872526
176735,M.tener,Mt314,26.08,-97.5,Cameron,Texas,0.378154,0.444003,57.84861743,65.16454653,-0.868919043,-1.291421925
181354,M.tener,Mt315,27.2,-98.9,Brook,Texas,0.377629,0.436656,54.46346754,62.83470067,-0.786499084,-1.1854349
181804,M.tener,Mt316,27.2,-98.9,Jim Hogg,Texas,0.345023,0.456132,47.42585299,53.12007079,-1.393663798,-1.883478793
181353,M.tener,Mt317,27.2,-98.9,Brook,Texas,0.269542,0.529522,78.43472098,83.61818973,-3.139859243,-3.932535866
176986,M.tener,Mt318,27.2,-98.9,Harris,Texas,0.443165,0.3392,26.40666221,30.48802118,1.135637176,1.109887406
177017,M.tener,Mt320,29.75,-95.4,Harris,Texas,0.447795,0.413951,44.73365638,49.92310266,0.288932434,0.022808417
176822,M.tener,Mt321,27.43,-97.85,Kleberg,Texas,0.408776,0.475638,72.47467049,78.8370416,-0.899563499,-1.399845834
181352,M.tener,Mt322,27.23,-98.7,Brook,Texas,0.351634,0.489416,53.95425906,58.59743833,-1.718660372,-2.31170446
181355,M.tener,Mt323,28.22,-98.6,McMullen,Texas,0.292454,0.54335,51.48522455,54.78426869,-3.044339023,-3.86305406
181803,M.tener,Mt324,27.25,-98.77,Jim Hogg,Texas,0.318963,0.520013,54.28840649,61.82556546,-2.460410776,-3.180725299
10356,M.tener,Mt326,31.09,-93.21,Vernon,Louisiana,0.489635499,0.357599081,44.90177388,49.30480058,1.445476864,1.398436646
8193,M.tener,Mt327,31.09,-93.21,Vernon,Louisiana,0.438816265,0.373842124,46.02660085,50.20204305,0.66899804,0.526424543
10355,M.tener,Mt328,31.09,-93.21,Vernon,Louisiana,0.444945092,0.411871025,39.15889868,44.43835394,0.281383558,0.019674532
57000,M.tener,Mt329,31.46,-92.98,Natchitoches,Louisiana,0.418328603,0.380359745,52.148,60.2,0.356332107,0.175344973
85798,M.tener,Mt330,31.47,-93,Natchitoches,Louisiana,0.37974175,0.385117169,52.275,60.457,-0.142068982,-0.370840688
84972,M.tener,Mt331,31.69,-93.3,Natchitoches,Louisiana,0.459741263,0.366262792,41.432,45.48,0.999441646,0.899116241
56521,M.tener,Mt332,31.46,-92.96,Natchitoches,Louisiana,0.439608091,0.388012185,36.437,39.743,0.507512212,0.3193008
84971,M.tener,Mt333,31.52,-93.2,Natchitoches,Louisiana,0.443440351,0.360116642,34.636,39.166,0.887050822,0.793187717
84970,M.tener,Mt334,31.96,-93.02,Natchitoches,Louisiana,0.473310752,0.340393343,74.693,81.718,1.465917022,1.461455478
82118,M.tener,Mt335,31.96,-93.02,Natchitoches,Louisiana,0.485130929,0.336846201,59.116,64.189,1.643741698,1.66074614
84561,M.tener,Mt336,31.8763833,-93.1683333,Natchitoches,Louisiana,0.520980569,0.312060343,60.985,68.868,2.351894167,2.479837437
57022,M.tener,Mt337,32.32,-93.08,Bienville,Louisiana,0.424743486,0.387964125,54.188,61.871,0.338150746,0.137676693
90362,M.tener,Mt338,32.25,-93,Bienville,Louisiana,0.459016949,0.352322034,59,67.523,1.158939617,1.103559306
82119,M.tener,Mt339,32.26,-93.23,Bienville,Louisiana,0.436790204,0.380286956,42.794,48.429,0.56827073,0.402946463
82111,M.tener,Mt340,30.19,-91.98,Lafayette,Louisiana,0.461441168,0.37953527,55.344,61.141,0.859139967,0.716868143
82097,M.tener,Mt341,30.22,-92.02,Lafayette,Louisiana,0.396323819,0.40285205,43.197,49.377,-0.165935601,-0.438799914
82099,M.tener,Mt342,29.77,-92.16,Lafayette,Louisiana,0.405983172,0.412402618,48.135,55.318,-0.170447105,-0.466446528
82103,M.tener,Mt343,30.14,-92.07,Lafayette,Louisiana,0.446196085,0.397626428,56.455,64.295,0.467121002,0.253000247
82102,M.tener,Mt344,30.22,-92.02,Lafayette,Louisiana,0.444578084,0.383553839,47.391,54.087,0.617988482,0.448496874
82110,M.tener,Mt345,30.17,-92,Lafayette,Louisiana,0.414153153,0.400725894,55.931,64.016,0.063487137,-0.187533375
91133,M.tener,Mt346,32.576,-92.7,Lincoln,Louisiana,0.369198221,0.471719701,46.322,53.147,-1.304879994,-1.825427634
82106,M.tener,Mt347,31.255,-92.63,Rapides,Louisiana,0.350908728,0.457051038,55.077,63.389,-1.337435836,-1.825336069
7581,M.tener,Mt348,31.043,-92.533,Rapides,Louisiana,0.453146565,0.37295293,48.545,55.844,0.84353102,0.715836141
80100,M.tener,Mt349,31.317,-92.263,Rapides,Louisiana,0.410295671,0.393822598,56.82,61.501,0.102468402,-0.129219164
82105,M.tener,Mt350,31.379,-92.35,Rapides,Louisiana,0.454387121,0.419153643,42.488,48.295,0.301682545,0.02406717
85800,M.tener,Mt351,31.129,-92.76,Rapides,Louisiana,0.435602576,0.401314781,52.176,57.069,0.30162074,0.066597508
57264,M.tener,Mt352,31.327,-92.98,Vernon,Louisiana,0.45466605,0.362932888,49.753,56.917,0.981494975,0.887809314
82125,M.tener,Mt353,31.03,-93.25,Vernon,Louisiana,0.497969704,0.36426192,41.127,44.565,1.460569747,1.398722649
82121,M.tener,Mt354,31.134,-93.255,Vernon,Louisiana,0.476293103,0.354247176,53.824,61.611,1.333280254,1.286044271
84969,M.tener,Mt355,31.126,-93.18,Vernon,Louisiana,0.44311491,0.361538462,42.12,48.316,0.866218436,0.767437739
81202,M.tener,Mt356,31.47,-93.574,Sabine,Louisiana,0.493220817,0.318155194,46.097,50.338,1.961178017,2.04601304
85799,M.tener,Mt357,31.49,-93.59,Sabine,Louisiana,0.440762458,0.389804611,52.357,57.104,0.499137471,0.306033952
57720,M.tener,Mt358,32.12,-92.873,Winn,Louisiana,0.422404483,0.383614022,68.522,74.863,0.363764065,0.175549329
43002,M.tener,Mt359,32.033,-92.79,Winn,Louisiana,0.44742893,0.363163671,38.272,43.591,0.895978964,0.795492481
82107,M.tener,Mt360,30.3935,-93.53,Calcasieu,Louisiana,0.45521159,0.392892093,41.897,48.341,0.627169224,0.436050151
7810,M.tener,Mt361,31.52,-92.39,Grant,Louisiana,0.403264,0.414165333,46.875,53.07,-0.222748578,-0.526779448
82116,M.tener,Mt362,29.97,-92.145,Vermilion,Louisiana,0.380114975,0.423880878,53.055,61.272,-0.604327994,-0.959445074
7582,M.tener,Mt363,30.7,-93.287,Beauregard,Louisiana,0.393699541,0.477260906,44.219,47.932,-1.091457267,-1.609638995
19191,M.tener,Mt364,30.42,-93.71,Beauregard,Louisiana,0.354496721,0.487627435,41.786,45.263,-1.664406665,-2.249214905
56314,M.tener,Mt365,30.2407,-92.392,Acadia,Louisiana,0.428525911,0.378319944,43.939,50.212,0.497462272,0.331660073
84673,M.tener,Mt366,30.44,-93.055,Allen,Louisiana,0.436385235,0.418290751,58.084,65.996,0.106260656,-0.183576225
82123,M.tener,Mt367,30.672,-93,Allen,Louisiana,0.401033617,0.442233385,20.704,22.54,-0.586049865,-0.983654301
2940,M.tener,Mt369,30.37118,-97.94875,Travis,Texas,0.412053106,0.363462052,41.201,46.513,0.487953145,0.356934521
24754,M.tener,Mt370,28.941984,-100.914757,Coahuila,Mexcio,0.310412455,0.394713816,33.143,37.409,-1.050174245,-1.368228207
443,M.tener,Mt371,31.78,-97.58,Bosque,Texas,0.431223941,0.38290535,51.326,58.612,0.473121636,0.29459126
41544,M.tener,Mt372,32.51,-92.23,Ouachita,Louisiana,0.435816732,0.364945098,55.918,63.72,0.741782605,0.625773234
69360,M.tener,Mt373,31.76,-93.08,Natchitoches,Louisiana,0.436544514,0.369154676,53.376,61.234,0.699440207,0.570284465
39765,M.tener,Mt374,32.31,-92.64,Jackson,Louisiana,0.480376188,0.312332752,51.57,59.182,1.884405349,1.977532776
69358,M.tener,Mt375,31.68,-92.13,La Salle,Louisiana,0.428155109,0.381705721,50.442,58.011,0.452474837,0.275300079
69359,M.tener,Mt376,32.66,-93.3,Webster,Louisiana,0.465150933,0.356261616,62.412,67.352,1.181653159,1.118525655
40075,M.tener,Mt377,32.29,-92.65,Jackson,Louisiana,0.407249218,0.392265322,42.846,46.643,0.086381776,-0.142762892
41545,M.tener,Mt378,32.72,-92.12,Union,Louisiana,0.399536823,0.407503474,43.18,47.09,-0.185183322,-0.470561249
44184,M.tener,Mt379,32.3,-92.45,Jackson,Louisiana,0.356588334,0.44469756,66.724,72.473,-1.123828036,-1.566618878
C. coccinea (East),Sympatry,Cc470,25.38931,-80.58938,Dade,Florida,0.311141115,0.473858187,42.958,51.361,,
C. coccinea (East),Sympatry,Cc471,25.43719,-80.70848,Dade,Florida,0.398022825,0.400041407,38.641,45.717,,
C. coccinea (East),Sympatry,Cc4,25.5981,-80.3544,Dade,Florida,0.435125288,0.374600751,18.23967839,20.71784399,,
C. coccinea (East),Sympatry,Cc157,25.66,-80.28,Dade,Florida,0.307688101,0.482656227,20.0715757,23.94568486,,
C. coccinea (East),Sympatry,Cc14,25.72,-80.27,Dade,Florida,0.373946901,0.425527256,26.5928583,30.90945364,,
C. coccinea (East),Sympatry,Cc156,25.72,-80.27,Dade,Florida,0.445378196,0.322031689,28.24778833,33.78923202,,
C. coccinea (East),Sympatry,Cc158,25.72,-80.27,Dade,Florida,0.440812301,0.320697222,11.00826811,13.02052541,,
C. coccinea (East),Sympatry,Cc7,25.7739,-80.1939,Dade,Florida,0.514898162,0.370476891,41.99975376,48.32990083,,
C. coccinea (East),Sympatry,Cc45,25.77,-80.48,Dade,Florida,0.397751026,0.410245569,29.06343824,35.86388469,,
C. coccinea (East),Sympatry,Cc161,25.81,-80.71,Dade,Florida,0.509700068,0.342100804,11.47360646,13.54043162,,
C. coccinea (East),Sympatry,Cc5,25.81,-80.71,Dade,Florida,0.313150916,0.436925067,28.42336773,33.69840062,,
C. coccinea (East),Sympatry,Cc397,25.754655,-80.94653,Monroe,Florida,0.380548108,0.429376427,40.284,46.756,,
C. coccinea (East),Sympatry,Cc6,25.7464,-81.0333,Monroe,Florida,0.353923467,0.440185637,38.65490087,44.50422261,,
C. coccinea (East),Sympatry,Cc398,25.76075,-80.99832,Monroe,Florida,0.440438814,0.379086174,27.073,31.87,,
C. coccinea (East),Sympatry,Cc1155,25.7627,-81.0718,Collier,Florida,0.436500989,0.34844211,30.843,36.386,,
C. coccinea (East),Sympatry,Cc1156,25.896,-81.262,Collier,Florida,0.458089916,0.347574295,39.37,43.527,,
C. coccinea (East),Sympatry,Cc1068,25.930106,-81.438619,Collier,Florida,0.338198689,0.476336421,59.057,63.406,,
C. coccinea (East),Sympatry,Cc11,26.36,-80.08,Palm Beach,Florida,0.445161433,0.35270526,29.03376199,33.56974558,,
C. coccinea (East),Sympatry,Cc9,26.36,-80.08,Palm Beach,Florida,0.387423728,0.422464861,14.36535415,16.85963378,,
C. coccinea (East),Sympatry,Cc336,26.0391,-81.0993,Collier,Florida,0.404998233,0.397802833,31.131,36.479,,
C. coccinea (East),Sympatry,Cc44,25.94,-81.66,Collier,Florida,0.329786419,0.40140163,43.44701775,51.24140854,,
C. coccinea (East),Sympatry,Cc296,26.02,-81.7,Collier,Florida,0.318807549,0.481864573,43.45105076,49.95382587,,
C. coccinea (East),Sympatry,Cc335,26.1172,-81.7581,Collier,Florida,0.198454428,0.521092661,40.891,47.626,,
C. coccinea (East),Sympatry,Cc238,26.22789,-81.68546,Collier,Florida,0.361361709,0.408779513,23.0962822,27.54134564,,
C. coccinea (East),Sympatry,Cc124,26.77,-80.05,Palm Beach,Florida,0.224396508,0.547477718,47.0580229,49.15273282,,
C. coccinea (East),Sympatry,Cc409,26.718648,-80.322082,Palm Beach,Florida,0.368199546,0.516537029,45.383,52.27,,
C. coccinea (East),Sympatry,Cc173,26.34,-81.78,Lee,Florida,0.367126373,0.435677478,27.1026266,31.38708125,,
C. coccinea (East),Sympatry,Cc174,26.34,-81.78,Lee,Florida,0.41070099,0.407727316,36.31333102,44.03386482,,
C. coccinea (East),Sympatry,Cc192,26.34,-81.78,Lee,Florida,0.337268181,0.46549256,14.39942239,16.69317291,,
C. coccinea (East),Sympatry,Cc410,26.882145,-80.140252,Palm Beach,Florida,0.361084831,0.402847232,44.394,51.93,,
C. coccinea (East),Sympatry,Cc411,26.93427,-80.09395,Palm Beach,Florida,0.47548798,0.346743374,24.335,27.869,,
C. coccinea (East),Sympatry,Cc396,27.0043,-80.1382,Martin,Florida,0.461219924,0.308717485,42.019,48.768,,
C. coccinea (East),Sympatry,Cc394,27.04413,-80.238404,Martin,Florida,0.539749227,0.288291809,61.41,72.422,,
C. coccinea (East),Sympatry,Cc395,27.109575,-80.170296,Martin,Florida,0.24285126,0.545957817,43.714,51.768,,
C. coccinea (East),Sympatry,Cc166,26.6309,-82.0072,Lee,Florida,0.276209364,0.53804934,38.36440541,43.6629527,,
C. coccinea (East),Sympatry,Cc1069,26.81199,-81.394932,Glades,Florida,0.489748804,0.358636105,54.579,63.008,,
C. coccinea (East),Sympatry,Cc355,26.947417,-81.34445,Glades,Florida,0.462514441,0.366290882,50.206,57.854,,
C. coccinea (East),Sympatry,Cc330,26.856,-81.98698,Charlotte,Florida,0.393358574,0.408778987,25.356,29.434,,
C. coccinea (East),Sympatry,Cc162,26.9623,-82.3527,Sarasota,Florida,0.476127257,0.329376819,12.76016635,14.72812854,,
C. coccinea (East),Sympatry,Cc239,26.9623,-82.3527,Sarasota,Florida,0.423924973,0.373872487,30.26710817,35.18139466,,
C. coccinea (East),Sympatry,Cc360,27.319931,-81.365705,Highlands,Florida,0.372293992,0.347892316,34.137,38.541,,
C. coccinea (East),Sympatry,Cc542,27.17,-82.3,Sarasota,Florida,0.379657452,0.441199669,53.248,61.459,,
C. coccinea (East),Sympatry,Cc428,27.28,-82.43,Sarasota,Florida,0.386415387,0.422540898,61.923,67.83,,
C. coccinea (East),Sympatry,Cc293,27.81,-80.47,Indian River,Florida,0.391039933,0.398361716,48.68609165,56.07378346,,
C. coccinea (East),Sympatry,Cc306,27.82,-80.47,Saint Lucie,Florida,0.466151285,0.320652827,36.76498073,42.24873108,,
C. coccinea (East),Sympatry,Cc359,27.5477,-81.812,Hardee,Florida,0.446304045,0.30195258,22.944,26.783,,
C. coccinea (East),Sympatry,Cc408,27.876531,-81.023341,Osceola,Florida,0.368448344,0.365623678,73.283,84.332,,
C. coccinea (East),Sympatry,Cc386,27.6236,-82.4937,Manatee,Florida,0.416633542,0.412016511,32.705,38.454,,
C. coccinea (East),Sympatry,Cc387,27.6236,-82.4937,Manatee,Florida,0.355319322,0.445810805,49.198,56.529,,
C. coccinea (East),Sympatry,Cc388,27.6236,-82.4937,Manatee,Florida,0.457144184,0.373777953,43.063,50.822,,
C. coccinea (East),Sympatry,Cc389,27.6236,-82.4937,Manatee,Florida,0.296563011,0.434473254,58.045,64.666,,
C. coccinea (East),Sympatry,Cc390,27.63081,-82.44743,Manatee,Florida,0.32521335,0.434472535,49.918,58.183,,
C. coccinea (East),Sympatry,Cc414,27.9209,-81.4546,Polk,Florida,0.390583296,0.355345629,33.345,38.974,,
C. coccinea (East),Sympatry,Cc115,27.77,-82.64,Pinellas,Florida,0.397872535,0.416667915,14.34246022,15.94816891,,
C. coccinea (East),Sympatry,Cc181,27.77,-82.64,Pinellas,Florida,0.395097726,0.421127247,30.98101604,35.64972193,,
C. coccinea (East),Sympatry,Cc413,27.916381,-81.604719,Polk,Florida,0.382099828,0.364081325,18.592,21.296,,
C. coccinea (East),Sympatry,Cc361,27.7926,-82.3798,Hillsborough,Florida,0.501086169,0.329071887,40.049,45.725,,
C. coccinea (East),Sympatry,Cc363,27.7926,-82.3798,Hillsborough,Florida,0.363570413,0.407533153,34.461,40.379,,
C. coccinea (East),Sympatry,Cc364,27.7926,-82.3798,Hillsborough,Florida,0.322831949,0.474616899,46.724,53.81,,
C. coccinea (East),Sympatry,Cc415,28.0326,-81.52525,Polk,Florida,0.363300271,0.373219116,44.36,50.737,,
C. coccinea (East),Sympatry,Cc412,28.0104,-81.8134,Polk,Florida,0.525517339,0.315144476,42.187,49.703,,
C. coccinea (East),Sympatry,Cc406,27.91631,-82.74122,Pinellas,Florida,0.394381915,0.396454421,31.363,36.41,,
C. coccinea (East),Sympatry,Cc416,28.08457,-81.6018,Polk,Florida,0.481624913,0.271139362,37.442,43.62,,
C. coccinea (East),Sympatry,Cc159,27.95,-82.46,Hillsborough,Florida,0.262089021,0.519362791,36.62633391,42.32943201,,
C. coccinea (East),Sympatry,Cc362,28.0128,-82.2639,Hillsborough,Florida,0.477537092,0.316439169,33.7,39.819,,
C. coccinea (East),Sympatry,Cc365,28.03533,-82.38789,Hillsborough,Florida,0.395257575,0.391476002,42.046,47.852,,
C. coccinea (East),Sympatry,Cc404,28.0876,-82.6529,Pinellas,Florida,0.54046451,0.284881128,29.149,33.338,,
C. coccinea (East),Sympatry,Cc325,28.608698,-80.674556,Brevard,Florida,0.454015914,0.374087975,33.305,39.21,,
C. coccinea (East),Sympatry,Cc403,28.11808,-82.6511,Pinellas,Florida,0.342581035,0.385383531,24.835,29.091,,
C. coccinea (East),Sympatry,Cc405,28.11808,-82.6511,Pinellas,Florida,0.304930225,0.471550242,25.009,28.633,,
C. coccinea (East),Sympatry,Cc407,28.13034,-82.68421,Pinellas,Florida,0.425642122,0.344239314,42.087,45.937,,
C. coccinea (East),Sympatry,Cc182,28.33,-81.47,Osceola,Florida,0.433926919,0.405376044,44.4701611,52.988164,,
C. coccinea (East),Sympatry,Cc324,28.64346,-80.71268,Brevard,Florida,0.372889908,0.413876147,43.6,51.648,,
C. coccinea (East),Sympatry,Cc326,28.6641565,-80.7098579,Brevard,Florida,0.484913218,0.351802403,37.45,43.399,,
C. coccinea (East),Sympatry,Cc327,28.6641565,-80.7098579,Brevard,Florida,0.335419206,0.433319789,36.915,41.938,,
C. coccinea (East),Sympatry,Cc323,28.69994,-80.72328,Brevard,Florida,0.43125,0.393950535,29.92,35.529,,
C. coccinea (East),Sympatry,Cc297,28.56,-81.25,Orange,Florida,0.447252598,0.330582988,37.73890204,42.48936412,,
C. coccinea (East),Sympatry,Cc294,28.53,-81.34,Orange,Florida,0.400550914,0.330156565,46.28391386,52.55042174,,
C. coccinea (East),Sympatry,Cc295,28.58,-81.22,Orange,Florida,0.506547153,0.287713599,50.59992309,57.51244581,,
C. coccinea (East),Sympatry,Cc172,28.54586,-81.33135,Orange,Florida,0.422517485,0.358142926,57.98057568,65.75636725,,
C. coccinea (East),Sympatry,Cc240,28.54586,-81.33135,Orange,Florida,0.431455234,0.291191795,27.9783742,32.96406888,,
C. coccinea (East),Sympatry,Cc168,28.53773,-81.37739,Orange,Florida,0.450281346,0.339971106,25.5864097,29.50305121,,
C. coccinea (East),Sympatry,Cc237,28.53773,-81.37739,Orange,Florida,0.482462756,0.30274715,48.24606604,56.02977111,,
C. coccinea (East),Sympatry,Cc2,28.54,-81.38,Orange,Florida,0.412360197,0.393337318,42.19245708,49.34293978,,
C. coccinea (East),Sympatry,Cc102,28.53,-81.52,Orange,Florida,0.416037179,0.375432342,24.96846401,28.84893635,,
C. coccinea (East),Sympatry,Cc104,28.53,-81.52,Orange,Florida,0.366607556,0.392374614,16.85707826,19.63156028,,
C. coccinea (East),Sympatry,Cc105,28.53,-81.52,Orange,Florida,0.521822004,0.296513624,28.45317138,32.52863538,,
C. coccinea (East),Sympatry,Cc106,28.53,-81.52,Orange,Florida,0.437615359,0.335106899,47.43503095,53.95981371,,
C. coccinea (East),Sympatry,Cc111,28.53,-81.52,Orange,Florida,0.344400278,0.419500081,15.54105947,18.24156931,,
C. coccinea (East),Sympatry,Cc113,28.53,-81.52,Orange,Florida,0.386122478,0.364871094,37.4703,42.90001954,,
C. coccinea (East),Sympatry,Cc114,28.53,-81.52,Orange,Florida,0.435129358,0.308492009,52.53678378,59.78854054,,
C. coccinea (East),Sympatry,Cc116,28.53,-81.52,Orange,Florida,0.555282042,0.23822053,38.36507285,43.23874172,,
C. coccinea (East),Sympatry,Cc117,28.53,-81.52,Orange,Florida,0.365343999,0.402788995,39.92592203,43.51091433,,
C. coccinea (East),Sympatry,Cc118,28.53,-81.52,Orange,Florida,0.478697332,0.329064713,13.44365963,15.83085466,,
C. coccinea (East),Sympatry,Cc119,28.53,-81.52,Orange,Florida,0.50541739,0.319163442,41.51428782,48.36316605,,
C. coccinea (East),Sympatry,Cc120,28.53,-81.52,Orange,Florida,0.419719657,0.387699289,44.13949807,51.52137452,,
C. coccinea (East),Sympatry,Cc121,28.53,-81.52,Orange,Florida,0.426087972,0.369731544,43.50472727,49.41102273,,
C. coccinea (East),Sympatry,Cc123,28.53,-81.52,Orange,Florida,0.383488479,0.327207119,56.73025714,63.8494,,
C. coccinea (East),Sympatry,Cc127,28.53,-81.52,Orange,Florida,0.321746185,0.401773917,29.00580779,33.36866494,,
C. coccinea (East),Sympatry,Cc431,28.67691,-81.19917,Seminole,Florida,0.344652147,0.494578784,52.479,60.236,,
C. coccinea (East),Sympatry,Cc429,28.8189,-81.0972,Seminole,Florida,0.364088081,0.442082687,47.093,54.223,,
C. coccinea (East),Sympatry,Cc375,28.574801,-81.865962,Lake,Florida,0.410006655,0.381874282,16.529,19.504,,
C. coccinea (East),Sympatry,Cc458,28.847777,-81.243632,Volusia,Florida,0.352939317,0.407221871,63.28,72.244,,
C. coccinea (East),Sympatry,Cc432,28.83126,-81.31656,Seminole,Florida,0.633908547,0.243739098,32.104,36.36,,
C. coccinea (East),Sympatry,Cc459,28.968847,-81.229114,Volusia,Florida,0.471346392,0.312422632,27.466,32.832,,
C. coccinea (East),Sympatry,Cc165,28.6863,-82.2508,Sumter,Florida,0.232366412,0.446629454,24.80118337,28.81669438,,
C. coccinea (East),Sympatry,Cc167,28.6863,-82.2508,Sumter,Florida,0.377732832,0.348780231,35.49843396,40.95116981,,
C. coccinea (East),Sympatry,Cc430,29.029999,-81.204079,Volusia,Florida,0.417137438,0.368674845,49.564,61.066,,
C. coccinea (East),Sympatry,Cc433,28.763087,-82.115188,Sumter,Florida,0.318059179,0.471425067,44.847,50.897,,
