Catalog #,Species,Personal ID,Latitude,Longitude,County,State,Prop of dorsum red,Prop of dorsum black,SVL (cm),TL (cm)
153024,C. coccinea (East),Cc457,30.43577,-85.44093,Washington,Florida,0.455992532,0.290844776,40.709,47.632
6019,C. coccinea (East),Cc1056,31.018765,-81.428553,Glynn,Georgia,0.333659164,0.458083601,38.875,39.873
6026,C. coccinea (East),Cc1055,31.051342,-81.410376,Glynn,Georgia,0.473015873,0.363656267,36.54,42.884
6004,C. coccinea (East),Cc1054,31.047542,-81.414443,Glynn,Georgia,0.405473169,0.425256077,32.705,37.471
26386,C. coccinea (East),Cc539,32.556,-80.3,Charleston,South Carolina,0.448947174,0.369043221,27.07,31.565
57887,C. coccinea (East),Cc641,33.08,-80.36,Dorchester,South Carolina,0.463883125,0.386658067,35.662,40.721
113830,C. coccinea (East),Cc341,30.353607,-82.588821,Columbia,Florida,0.420135803,0.423584201,28.129,33.285
67919,C. coccinea (East),Cc427,30.35798,-87.15933,Santa Rosa,Florida,0.364096356,0.341342274,32.214,37.077
26385,C. coccinea (East),Cc540,32.57,-80.32,Charleston,South Carolina,0.424949665,0.384887209,24.337,28.244
108162,C. coccinea (East),Cc399,30.734025,-81.72611,Nassau,Florida,0.468304746,0.3912787,44.076,50.821
203086,C. coccinea (East),Cc164,30.59019,-84.84406,Liberty,Florida,0.424867223,0.34995012,26.16450599,30.01652197
113815,C. coccinea (East),Cc314,30.440507,-82.291189,Baker,Florida,0.446619817,0.390529782,38.563,44.379
65001,C. coccinea (East),Cc316,30.427379,-85.671593,Bay,Florida,0.249319611,0.426690024,31.967,36.49
73418,C. coccinea (East),Cc369,30.364577,-83.807824,Jefferson,Florida,0.425233367,0.369046911,33.638,39.569
143449,C. coccinea (East),Cc380,30.41011,-84.34375,Leon,Florida,0.35022932,0.442860198,42.081,48.427
73425,C. coccinea (East),Cc354,30.45659,-84.49822,Gadsden,Florida,0.329598013,0.454687211,37.837,43.977
46363,C. coccinea (East),Cc498,33.65,-78.99,Horry,South Carolina,0.559844796,0.309171342,40.463,46.515
68-644,C. coccinea (East),Cc17,30.4,-86.49,Okaloosa,Florida,0.369484476,0.357125604,29.76706231,34.1348844
78610,C. coccinea (East),Cc400,30.42861,-86.6851,Okaloosa,Florida,0.339065461,0.438811626,27.971,31.349
2193,C. coccinea (East),Cc10,30.43,-87.22,Santa Rosa,Florida,0.508877355,0.294232681,26.66942823,30.49694967
38629,C. coccinea (East),Cc767,30.42466,-86.01369,Walton,Florida,0.447486917,0.34041621,41.085,47.333
27106,C. coccinea (East),Cc760,30.44,-84.28,Leon,Florida,0.567360914,0.274772803,38.843,45.41
27107,C. coccinea (East),Cc761,30.44,-84.28,Leon,Florida,0.476430866,0.348587163,15.253,17.98
69906,C. coccinea (East),Cc38,31.46,-81.25,McIntosh,Georgia,0.239574131,0.57026938,28.01135318,32.34338354
7420,C. coccinea (East),Cc654,33.69,-78.86,Horry,South Carolina,0.501198322,0.345596165,16.69,19.082
93063,C. coccinea (East),Cc919,33.73,-78.85,Horry,South Carolina,0.392390313,0.429070828,19.738,22.571
9399,C. coccinea (East),Cc367,30.73947,-85.18545,Jackson,Florida,0.449097271,0.380825752,35.725,41.869
128595,C. coccinea (East),Cc925,33.74,-78.83,Horry,South Carolina,0.417577515,0.342875555,40.347,46.831
110651,C. coccinea (East),Cc906,33.74,-78.825,Horry,South Carolina,0.606234953,0.253601012,24.507,28.055
50-713,C. coccinea (East),Cc18,30.7,-88.05,Mobile,Alabama,0.41027754,0.417179605,25.51728232,29.1117546
50-365,C. coccinea (East),Cc20,30.7,-88.05,Mobile,Alabama,0.3639599,0.38527318,42.64992578,47.13100453
56,C. coccinea (East),Cc304,30.7,-88.05,Mobile,Alabama,0.554910668,0.31129901,21.29601696,24.26316795
19812,C. coccinea (East),Cc798,30.7,-88.05,Mobile,Alabama,0.311739442,0.522118826,13.97,16.312
78109,C. coccinea (East),Cc379,30.53802,-84.19525,Leon,Florida,0.521087135,0.339809433,37.677,41.382
113793,C. coccinea (East),Cc308,30.7,-87.8,Baldwin,Alabama,0.444198728,0.369069979,33.01,36.836
73416,C. coccinea (East),Cc378,30.58048,-84.27729,Leon,Florida,0.345431643,0.522893049,34.137,39.22
117726,C. coccinea (East),Cc426,30.573139,-86.843139,Santa Rosa,Florida,0.434173847,0.30926888,31.568,36.844
5413,C. coccinea (East),Cc878,31.026,-89.036,Perry,Mississippi,0.437389167,0.421087017,32.143,35.841
2490,C. coccinea (East),Cc852,30.72,-88.764,Jackson,Mississippi,0.398380321,0.342384479,23.091,25.689
4426,C. coccinea (East),Cc300,32.44,-80.63,Beaufort,South Carolina,0.386339376,0.458313243,14.41248121,16.51924366
13066,C. coccinea (East),Cc301,32.44,-80.63,Beaufort,South Carolina,0.272024671,0.523146662,13.04540866,15.15200751
2483,C. coccinea (East),Cc816,31,-89.452,Lamar,Mississippi,0.570302274,0.296094487,32.851,38.47
73227,C. coccinea (East),Cc383,30.579591,-83.35254,Madison,Florida,0.5403631,0.321229986,14.927,17.524
53852,C. coccinea (East),Cc199,30.62,-86.86,Santa Rosa,Florida,0.303147808,0.494376183,37.01131166,42.57006396
45267,C. coccinea (East),Cc47,30.61,-86.16,Walton,Florida,0.237963259,0.500567595,33.7642463,38.92728387
2480,C. coccinea (East),Cc819,30.77,-88.91,Stone,Mississippi,0.417881881,0.415056507,43.888,50.148
6031,C. coccinea (East),Cc1041,31.8841,-80.968926,Chatham,Georgia,0.52609729,0.339502456,31.555,36.315
5967,C. coccinea (East),Cc1091,31.8841,-80.968926,Chatham,Georgia,0.546420355,0.299634592,29.556,34.655
114591,C. coccinea (East),Cc900,31.8,-81.09,Chatham,Georgia,0.462046758,0.35051823,29.813,35.048
120173,C. coccinea (East),Cc928,31.8,-81.09,Chatham,Georgia,0.499119691,0.373930502,32.375,37.605
73226,C. coccinea (East),Cc382,30.608334,-83.347177,Madison,Florida,0.458735391,0.325921486,16.685,19.63
65145,C. coccinea (East),Cc402,30.6601,-86.6986,Okaloosa,Florida,0.360078947,0.369157895,38,43.992
73417,C. coccinea (East),Cc376,30.66069,-84.24922,Leon,Florida,0.304975566,0.551151869,31.514,35.952
73415,C. coccinea (East),Cc377,30.66069,-84.24922,Leon,Florida,0.538466507,0.326077127,30.962,35.417
87647,C. coccinea (East),Cc385,30.62402,-83.493231,Madison,Florida,0.48330642,0.40232619,45.826,53.99
126636,C. coccinea (East),Cc897,31.71,-81.27,Liberty,Georgia,0.312878511,0.393287121,13.705,15.892
126634,C. coccinea (East),Cc898,31.71,-81.27,Liberty,Georgia,0.551392105,0.301716835,35.414,41.114
110749,C. coccinea (East),Cc901,31.71,-81.27,Liberty,Georgia,0.499481865,0.33157821,35.705,41.82
110751,C. coccinea (East),Cc902,31.71,-81.27,Liberty,Georgia,0.381374969,0.374497352,36.059,41.869
110753,C. coccinea (East),Cc903,31.71,-81.27,Liberty,Georgia,0.40887683,0.429942664,39.068,45.797
107321,C. coccinea (East),Cc905,31.71,-81.27,Liberty,Georgia,0.566231233,0.275416716,33.836,40.104
126637,C. coccinea (East),Cc926,31.71,-81.27,Liberty,Georgia,0.388895289,0.427293323,26.043,30.523
126635,C. coccinea (East),Cc927,31.71,-81.27,Liberty,Georgia,0.426498195,0.390685921,27.7,32.774
120237,C. coccinea (East),Cc930,31.71,-81.27,Liberty,Georgia,0.537063514,0.31531482,36.37,41.927
110754,C. coccinea (East),Cc932,31.71,-81.27,Liberty,Georgia,0.378340276,0.395161807,31.21,36.58
110748,C. coccinea (East),Cc933,31.71,-81.27,Liberty,Georgia,0.468218008,0.40271215,30.898,36.309
110750,C. coccinea (East),Cc934,31.71,-81.27,Liberty,Georgia,0.539880504,0.298654214,34.478,39.617
110752,C. coccinea (East),Cc935,31.71,-81.27,Liberty,Georgia,0.477435918,0.374824502,24.929,28.731
110843,C. coccinea (East),Cc931,31.72,-81.26,Liberty,Georgia,0.440642476,0.401853885,39.161,44.617
87646,C. coccinea (East),Cc384,30.639906,-83.500233,Madison,Florida,0.444769509,0.394161029,49.221,55.571
56151,C. coccinea (East),Cc976,31.149,-89.026,Perry,Mississippi,0.495325858,0.302986566,45.035,51.419
17509,C. coccinea (East),Cc1075,31.533777,-81.714722,Wayne,Georgia,0.396335385,0.440750799,29.089,33.362
10022,C. coccinea (East),Cc880,30.788,-89.144,Stone,Mississippi,0.451112924,0.385456241,42.905,50.045
5958,C. coccinea (East),Cc1089,31.99132,-80.983066,Chatham,Georgia,0.571565084,0.297394989,48.138,54.84
5973,C. coccinea (East),Cc1079,32.003106,-80.973796,Chatham,Georgia,0.505919553,0.285241562,13.599,15.944
5907,C. coccinea (East),Cc1120,31.983525,-80.993668,Chatham,Georgia,0.442218125,0.358965651,20.612,23.507
6042,C. coccinea (East),Cc1070,30.703264,-83.126595,Echols,Georgia,0.315749118,0.468333078,39.126,46.113
114051,C. coccinea (East),Cc452,30.7072,-86.1641,Walton,Florida,0.502638126,0.290221165,36.579,41.834
5984,C. coccinea (East),Cc1100,32.017198,-80.971571,Chatham,Georgia,0.615803642,0.264259699,31.575,37.598
5996,C. coccinea (East),Cc1131,31.767999,-81.284288,Liberty,Georgia,0.426559259,0.41314939,20.731,23.741
114050,C. coccinea (East),Cc456,30.71542,-86.20041,Walton,Florida,0.407694548,0.372461236,27.474,32.062
5421,C. coccinea (East),Cc881,31.19,-89.14,Perry,Mississippi,0.477220804,0.313219549,44.646,50.011
6010,C. coccinea (East),Cc1149,31.805289,-81.24725,Bryan,Georgia,0.541045062,0.286741642,26.142,30.232
2476,C. coccinea (East),Cc823,31.169,-88.92,Perry,Mississippi,0.402935866,0.417641364,38.217,43.392
6044,C. coccinea (East),Cc1072,30.76314,-82.464591,Clinch,Georgia,0.515579627,0.298041023,43.39,50.938
5429,C. coccinea (East),Cc882,31.198,-89.17,Forrest,Mississippi,0.476854802,0.331326757,45.517,53.225
6037,C. coccinea (East),Cc1066,30.777164,-82.417631,Ware,Georgia,0.361248914,0.410017097,35.679,40.189
5997,C. coccinea (East),Cc1050,31.929022,-81.087509,Chatham,Georgia,0.537374041,0.339449541,13.298,15.493
5992,C. coccinea (East),Cc1040,32.236936,-80.856749,Beaufort,South Carolina,0.430593968,0.395199526,30.372,34.952
5993,C. coccinea (East),Cc1045,32.028382,-81.001409,Chatham,Georgia,0.525143187,0.308549209,19.031,21.855
5613,C. coccinea (East),Cc303,32.24,-80.86,Beaufort,South Carolina,0.600229631,0.243723066,28.6917858,33.22484421
29739,C. coccinea (East),Cc762,30.75,-86.59,Okaloosa,Florida,0.380419143,0.411323115,31.97,37.495
34936,C. coccinea (East),Cc766,30.75,-86.59,Okaloosa,Florida,0.407943139,0.363426648,32.078,36.784
161959,C. coccinea (East),Cc921,30.74,-82.92,Echols,Georgia,0.51886026,0.338498143,34.464,39.467
114053,C. coccinea (East),Cc454,30.7467,-86.3118,Walton,Florida,0.266028272,0.45371637,21.93,25.303
114052,C. coccinea (East),Cc455,30.7467,-86.3118,Walton,Florida,0.444310857,0.356811275,29.943,34.335
30640,C. coccinea (East),Cc763,30.76,-86.88,Santa Rosa,Florida,0.347790006,0.417458655,50.611,56.994
6003,C. coccinea (East),Cc1152,31.838789,-81.253821,Bryan,Georgia,0.472605982,0.360834947,23.235,26.773
30135,C. coccinea (East),Cc781,32.06,-81,Chatham,Georgia,0.483614761,0.336712621,30.973,36.126
5951,C. coccinea (East),Cc1118,31.97048,-81.087028,Chatham,Georgia,0.603257281,0.288753576,13.631,15.682
6014,C. coccinea (East),Cc1047,31.943066,-81.117526,Chatham,Georgia,0.435697345,0.391936348,13.071,15.036
5999,C. coccinea (East),Cc1049,31.956007,-81.10479,Chatham,Georgia,0.554198907,0.314829275,14.087,16.259
6025,C. coccinea (East),Cc1154,31.828205,-81.288026,Bryan,Georgia,0.460188982,0.360777322,28.045,32.514
2491,C. coccinea (East),Cc851,30.41,-88.73,Jackson,Mississippi,0.460025364,0.350958925,38.637,44.163
5937,C. coccinea (East),Cc1105,31.990831,-81.077901,Chatham,Georgia,0.539338018,0.314572798,30.454,34.966
35334,C. coccinea (East),Cc759,30.75,-84,Thomas,Georgia,0.429733026,0.378303293,14.758,17.106
6017,C. coccinea (East),Cc1051,32.037647,-81.039581,Chatham,Georgia,0.456920293,0.361554804,12.709,14.728
5959,C. coccinea (East),Cc1086,32.016023,-81.06953,Chatham,Georgia,0.582240736,0.260607302,43.932,50.042
11946,C. coccinea (East),Cc95,30.76,-83.98,Thomas,Georgia,0.495623882,0.39978569,42.10631107,48.50768958
5936,C. coccinea (East),Cc1085,32.011738,-81.075536,Chatham,Georgia,0.460574349,0.373418107,32.872,38.715
92180,C. coccinea (East),Cc786,32.62,-80.82,Beaufort,South Carolina,0.554640531,0.320703908,31.936,36.516
92179,C. coccinea (East),Cc793,32.62,-80.82,Beaufort,South Carolina,0.4674595,0.391703343,32.037,36.829
6028,C. coccinea (East),Cc1044,31.982985,-81.107311,Chatham,Georgia,0.42542301,0.398754605,30.673,34.834
6030,C. coccinea (East),Cc1046,31.983433,-81.10786,Chatham,Georgia,0.452796226,0.321891875,16.111,18.803
5911,C. coccinea (East),Cc1108,32.012489,-81.078513,Chatham,Georgia,0.512810751,0.301557087,26.267,31.476
2484,C. coccinea (East),Cc815,30.84,-89.533,Pearl River,Mississippi,0.439156496,0.39156496,27.694,33.163
2482,C. coccinea (East),Cc817,30.84,-89.533,Pearl River,Mississippi,0.505559991,0.313155794,35.072,39.937
2487,C. coccinea (East),Cc855,30.84,-89.533,Pearl River,Mississippi,0.508127231,0.29436512,31.376,35.581
6016,C. coccinea (East),Cc1042,31.973042,-81.133004,Chatham,Georgia,0.496762411,0.351568986,36.138,41.584
3920,C. coccinea (East),Cc180,31.99,-81.12,Chatham,Georgia,0.52492661,0.293025078,13.1418752,15.77010719
5955,C. coccinea (East),Cc1113,31.988302,-81.125212,Chatham,Georgia,0.296566164,0.473031826,11.94,13.573
5954,C. coccinea (East),Cc1114,31.988302,-81.125212,Chatham,Georgia,0.5104426,0.3,14.46,16.469
5953,C. coccinea (East),Cc1115,31.988302,-81.125212,Chatham,Georgia,0.462786923,0.366798052,12.939,14.975
5952,C. coccinea (East),Cc1117,31.988302,-81.125212,Chatham,Georgia,0.511334656,0.308798526,14.116,16.301
5947,C. coccinea (East),Cc1096,31.973111,-81.1472,Chatham,Georgia,0.459908765,0.326853014,32.663,38.031
6015,C. coccinea (East),Cc1048,31.997991,-81.120533,Chatham,Georgia,0.478970319,0.354128569,14.218,16.313
2475,C. coccinea (East),Cc824,30.6,-88.98,Harrison,Mississippi,0.498861789,0.35395664,36.9,42.329
30136,C. coccinea (East),Cc802,32,-81.12,Chatham,Georgia,0.543801499,0.308839663,42.841,49.349
6023,C. coccinea (East),Cc1052,31.966253,-81.159688,Chatham,Georgia,0.429601599,0.359488791,14.006,16.197
80384,C. coccinea (East),Cc979,30.92,-89.96,Washington,Louisiana,0.432543906,0.343267696,15.032,17.505
46357,C. coccinea (East),Cc503,33.73,-80.505,Sumter,South Carolina,0.510219487,0.32487516,17.222,19.807
2496,C. coccinea (East),Cc846,31.287,-89.333,Forrest,Mississippi,0.492489333,0.366444561,34.218,39.301
67930,C. coccinea (East),Cc401,30.8042,-86.41863,Okaloosa,Florida,0.392116088,0.366727605,43.76,50.872
5998,C. coccinea (East),Cc1043,32.035606,-81.094096,Chatham,Georgia,0.488097613,0.342027395,60.156,68.928
5910,C. coccinea (East),Cc1080,32.035737,-81.094432,Chatham,Georgia,0.546548134,0.309065072,30.259,34.324
5950,C. coccinea (East),Cc1112,31.995831,-81.135557,Chatham,Georgia,0.574599684,0.285409937,14.551,16.637
2492,C. coccinea (East),Cc850,31.29,-89.325,Forrest,Mississippi,0.499791022,0.366881217,35.889,40.818
5914,C. coccinea (East),Cc1116,32.009593,-81.14614,Chatham,Georgia,0.447081562,0.394665636,12.935,14.874
2489,C. coccinea (East),Cc853,30.394,-88.798,Jackson,Mississippi,0.451067556,0.402236142,29.694,33.837
5913,C. coccinea (East),Cc1081,32.07496,-81.102517,Chatham,Georgia,0.482258615,0.316871375,23.448,26.838
5968,C. coccinea (East),Cc1033,31.745599,-81.683707,Long,Georgia,0.398615352,0.404510687,33.077,37.684
5969,C. coccinea (East),Cc1034,31.745599,-81.683707,Long,Georgia,0.414948454,0.413025081,25.996,30.668
53-49,C. coccinea (East),Cc22,31.32,-89.3,Forrest,Mississippi,0.480092808,0.356569303,34.75990094,40.11745086
38960,C. coccinea (East),Cc980,30.87,-89.993,Washington,Louisiana,0.507849655,0.311531578,19.555,22.365
5979,C. coccinea (East),Cc1088,31.993522,-81.199931,Chatham,Georgia,0.422354324,0.396646186,45.083,51.304
78609,C. coccinea (East),Cc453,30.85314,-86.2549,Walton,Florida,0.355030236,0.414238593,36.38,41.972
2494,C. coccinea (East),Cc848,31.36,-89.36,Lamar,Mississippi,0.424245838,0.340703603,35.503,41.471
46479,C. coccinea (East),Cc922,30.425,-88.89,Harrison,Mississippi,0.506028321,0.357167903,37.075,43.221
102185,C. coccinea (East),Cc936,32.55,-80.94,Jasper,South Carolina,0.511206987,0.299800063,28.509,34.794
65873,C. coccinea (East),Cc627,34.25,-79.13,Marion,South Carolina,0.460014285,0.36417026,37.801,41.473
46377,C. coccinea (East),Cc491,33.81,-80.53,Sumter,South Carolina,0.353856755,0.426897977,24.671,28.57
5932,C. coccinea (East),Cc1103,32.001129,-81.254205,Chatham,Georgia,0.595250522,0.287429168,26.824,30.67
58144,C. coccinea (East),Cc989,34.4215,-79.4327,Scotland,North Carolina,0.355629074,0.420649219,30.529,35.057
5974,C. coccinea (East),Cc1026,32.259156,-81.041819,Jasper,South Carolina,0.569403882,0.301795224,23.284,26.581
5949,C. coccinea (East),Cc1106,32.001805,-81.266518,Chatham,Georgia,0.384768066,0.443468353,27.206,30.592
5987,C. coccinea (East),Cc1038,31.987122,-81.286217,Chatham,Georgia,0.493393889,0.361271676,12.11,14.154
5972,C. coccinea (East),Cc1027,32.304926,-81.020872,Jasper,South Carolina,0.406778462,0.417816458,14.133,16.466
46376,C. coccinea (East),Cc508,33.9,-80.44,Sumter,South Carolina,0.470743329,0.360641677,31.48,36.683
5989,C. coccinea (East),Cc1029,32.397762,-80.998493,Jasper,South Carolina,0.504729336,0.337529104,13.744,16.019
5927,C. coccinea (East),Cc1094,32.031659,-81.251623,Chatham,Georgia,0.441070266,0.417095839,33.786,38.884
46375,C. coccinea (East),Cc500,33.85,-80.52,Sumter,South Carolina,0.466122758,0.368435271,37.016,43.82
5961,C. coccinea (East),Cc1109,32.006662,-81.287862,Chatham,Georgia,0.429005611,0.394755299,25.664,30.172
5935,C. coccinea (East),Cc1104,32.008303,-81.290736,Chatham,Georgia,0.458346607,0.342903791,25.112,29.081
3130,C. coccinea (East),Cc845,30.397,-88.928,Harrison,Mississippi,0.38194424,0.401010605,34.039,39.222
83199,C. coccinea (East),Cc975,30.62,-89.35,Hancock,Mississippi,0.416509004,0.415317777,28.542,32.56
5944,C. coccinea (East),Cc1099,32.015804,-81.302593,Chatham,Georgia,0.512274794,0.318302745,29.695,33.953
2485,C. coccinea (East),Cc814,31.4139,-89.329,Forrest,Mississippi,0.541513991,0.296802132,24.016,28.102
5923,C. coccinea (East),Cc1102,32.019835,-81.312885,Chatham,Georgia,0.492193256,0.351075401,28.501,33.276
5930,C. coccinea (East),Cc1101,32.022324,-81.315636,Chatham,Georgia,0.45075035,0.375937937,31.452,34.591
5917,C. coccinea (East),Cc1138,31.868994,-81.608909,Liberty,Georgia,0.37117008,0.442202267,29.733,34.585
5925,C. coccinea (East),Cc1090,32.029916,-81.322404,Chatham,Georgia,0.54861831,0.269318485,33.763,39.63
5966,C. coccinea (East),Cc1143,31.991429,-81.390302,Bryan,Georgia,0.438333481,0.378633313,33.819,38.555
5933,C. coccinea (East),Cc1095,32.038835,-81.328675,Chatham,Georgia,0.434623359,0.371423635,28.94,33.615
10080,C. coccinea (East),Cc46,32.51,-81.04,Jasper,South Carolina,0.487939903,0.394691505,39.88642516,44.23489375
5945,C. coccinea (East),Cc1093,32.04228,-81.331417,Chatham,Georgia,0.505007265,0.349998036,25.463,29.119
5943,C. coccinea (East),Cc1097,32.04228,-81.331417,Chatham,Georgia,0.599632187,0.23375492,30.994,36.313
5946,C. coccinea (East),Cc1098,32.04228,-81.331417,Chatham,Georgia,0.42510463,0.396814067,30.823,35.745
5942,C. coccinea (East),Cc1107,32.04228,-81.331417,Chatham,Georgia,0.490768538,0.339012309,26.648,30.681
5971,C. coccinea (East),Cc1119,32.085805,-81.278404,Chatham,Georgia,0.556479006,0.229023632,13.837,15.771
5976,C. coccinea (East),Cc1128,31.887448,-81.630928,Liberty,Georgia,0.485863069,0.334812847,28.613,33.809
6022,C. coccinea (East),Cc1130,31.887448,-81.630928,Liberty,Georgia,0.433155674,0.388666815,27.018,31.69
6021,C. coccinea (East),Cc1135,31.889464,-81.631236,Liberty,Georgia,0.488165798,0.324794145,25.139,29.542
5978,C. coccinea (East),Cc1133,31.896731,-81.614527,Liberty,Georgia,0.43680447,0.35729507,21.117,24.57
6000,C. coccinea (East),Cc1127,31.896451,-81.617539,Liberty,Georgia,0.519737339,0.335534757,26.498,30.67
6002,C. coccinea (East),Cc1147,31.965852,-81.462247,Bryan,Georgia,0.459863234,0.358857093,22.959,26.466
5921,C. coccinea (East),Cc1129,31.938885,-81.519448,Liberty,Georgia,0.539315362,0.322357989,21.442,25.289
64463,C. coccinea (East),Cc634,32.69,-81.04,Jasper,South Carolina,0.48187243,0.366738542,39.884,44.237
6024,C. coccinea (East),Cc1140,31.985081,-81.43721,Bryan,Georgia,0.379097922,0.412175916,37.336,44.067
5982,C. coccinea (East),Cc1136,31.897253,-81.633399,Liberty,Georgia,0.576876849,0.258690828,21.632,24.799
5939,C. coccinea (East),Cc1084,32.051483,-81.341686,Chatham,Georgia,0.677207996,0.227151167,29.914,34.459
5956,C. coccinea (East),Cc1083,32.053213,-81.343523,Chatham,Georgia,0.530805337,0.269689914,27.057,32.018
6007,C. coccinea (East),Cc1036,31.861444,-81.777939,Long,Georgia,0.495524443,0.310534772,26.142,29.2
31179,C. coccinea (East),Cc857,33.4518,-81.1254,Orangeburg,South Carolina,0.489260477,0.283495417,14.293,16.566
5988,C. coccinea (East),Cc1087,32.063642,-81.355384,Chatham,Georgia,0.541717693,0.290213514,37.562,42.543
5931,C. coccinea (East),Cc1110,32.063642,-81.355384,Chatham,Georgia,0.542803102,0.311102705,26.435,30.623
68884,C. coccinea (East),Cc790,32.51,-81.08,Jasper,South Carolina,0.464786623,0.362914899,20.035,22.357
46365,C. coccinea (East),Cc505,33.92,-78.135,Brunswick,North Carolina,0.446073794,0.385288553,33.824,39.584
6006,C. coccinea (East),Cc1035,31.873303,-81.802184,Long,Georgia,0.534040747,0.339643463,23.56,27.436
5980,C. coccinea (East),Cc1092,32.112865,-81.313476,Chatham,Georgia,0.496499682,0.296360275,32.997,38.78
78998,C. coccinea (East),Cc913,30.4,-89.06,Harrison,Mississippi,0.395505079,0.400143965,12.503,14.717
2495,C. coccinea (East),Cc847,30.382,-89.04,Harrison,Mississippi,0.405642023,0.397014042,23.644,27.868
3878,C. coccinea (East),Cc648,34.02,-78.28,Brunswick,North Carolina,0.516751891,0.356770001,37.548,43.956
5926,C. coccinea (East),Cc1111,32.115737,-81.314684,Chatham,Georgia,0.475697889,0.374167493,14.114,16.361
46364,C. coccinea (East),Cc495,33.905,-78.08,Brunswick,North Carolina,0.392947585,0.447895265,20.929,23.858
5940,C. coccinea (East),Cc1082,32.077975,-81.369071,Chatham,Georgia,0.528732809,0.319192043,32.576,37.517
46367,C. coccinea (East),Cc504,33.897,-78.056,Brunswick,North Carolina,0.497193878,0.330918367,19.6,22.385
5965,C. coccinea (East),Cc1139,32.021746,-81.457643,Bryan,Georgia,0.471212523,0.33807376,37.69,43.319
3853,C. coccinea (East),Cc650,33.91,-78.076,Brunswick,North Carolina,0.486201395,0.35820234,33.844,39.102
6005,C. coccinea (East),Cc1123,31.925338,-81.701528,Liberty,Georgia,0.36690156,0.452434026,27.814,31.914
175751,C. coccinea (East),Cc305,32.43,-81.13,Jasper,South Carolina,0.531994797,0.263415894,28.62245286,33.4807559
5920,C. coccinea (East),Cc1145,32.079426,-81.3856,Bryan,Georgia,0.538997687,0.316422513,32.425,38.039
5922,C. coccinea (East),Cc1125,31.926854,-81.706984,Liberty,Georgia,0.559778575,0.281853043,32.336,36.936
114056,C. coccinea (East),Cc465,32.46,-81.13,Jasper,South Carolina,0.344532637,0.385560509,27.591,32.373
6013,C. coccinea (East),Cc1121,31.929755,-81.71651,Liberty,Georgia,0.37226051,0.411130255,29.02,33.284
6012,C. coccinea (East),Cc1122,31.929755,-81.71651,Liberty,Georgia,0.405969544,0.384951653,34.542,40.141
5957,C. coccinea (East),Cc1141,32.084175,-81.398087,Bryan,Georgia,0.563727132,0.292380749,32.851,37.09
46373,C. coccinea (East),Cc488,33.93,-78.07,Brunswick,North Carolina,0.463151287,0.388794727,31.86,36.159
5934,C. coccinea (East),Cc1144,32.088723,-81.402744,Bryan,Georgia,0.383543055,0.496422403,32.424,37.408
21640,C. coccinea (East),Cc720,31.22323,-85.39048,Houston,Alabama,0.28,0.516031184,35.275,41.182
21780,C. coccinea (East),Cc736,31.33,-85.09,Henry,Alabama,0.380059343,0.373744674,26.288,30.155
2493,C. coccinea (East),Cc849,30.37,-89.09,Harrison,Mississippi,0.437392936,0.410637083,12.259,15.718
6001,C. coccinea (East),Cc1124,31.968096,-81.650138,Liberty,Georgia,0.387450068,0.372130284,45.562,51.645
5983,C. coccinea (East),Cc1132,31.942342,-81.744804,Liberty,Georgia,0.499317975,0.33714762,26.392,30.663
uncataloged,C. coccinea (East),Cc1078,31.8909,-81.9562,Tattnall,Georgia,0.460320499,0.369858893,36.568,43.76
215610,C. coccinea (East),Cc132,32.4632,-81.1591,Jasper,North Carolina,0.551300964,0.324589846,35.08967744,39.87582376
46369,C. coccinea (East),Cc501,33.99,-78.13,Brunswick,North Carolina,0.458326597,0.375586095,24.74,27.821
5928,C. coccinea (East),Cc1151,32.097885,-81.422131,Bryan,Georgia,0.477678731,0.333261733,27.933,32.168
9335,C. coccinea (East),Cc620,32.53,-81.155,Jasper,South Carolina,0.459538723,0.356493718,27.619,32.884
35753,C. coccinea (East),Cc140,33.245,-81.36,Barnwell,South Carolina,0.483740275,0.328580906,28.2772548,32.12673496
5941,C. coccinea (East),Cc1142,32.102524,-81.428775,Bryan,Georgia,0.557392886,0.273695875,35.196,41.695
5938,C. coccinea (East),Cc1148,32.102524,-81.428775,Bryan,Georgia,0.504941005,0.318108206,30.257,34.167
5964,C. coccinea (East),Cc1028,32.488178,-81.167467,Jasper,South Carolina,0.44945422,0.346529814,24.552,28.628
5994,C. coccinea (East),Cc1146,32.104637,-81.430243,Bryan,Georgia,0.363360575,0.402581724,32.304,37.407
30052,C. coccinea (East),Cc520,34.585,-79.27,Robeson,North Carolina,0.608056843,0.251490335,33.214,38.051
5977,C. coccinea (East),Cc1032,31.928689,-81.868021,Long,Georgia,0.5088467,0.286839726,30.972,36.164
93757,C. coccinea (East),Cc893,34.75,-79.34,Robeson,North Carolina,0.498698876,0.332793244,20.367,23.545
345430,C. coccinea (East),Cc844,32.48949,-81.17522,Jasper,South Carolina,0.531167972,0.285911796,49.907,57.745
150181,C. coccinea (East),Cc133,33.9509,-78.0193,Brunswick,North Carolina,0.494346959,0.31791105,33.59351299,37.42673377
218893,C. coccinea (East),Cc866,32.49081,-81.18457,Jasper,South Carolina,0.554341226,0.292996489,37.881,42.238
5963,C. coccinea (East),Cc1025,32.492374,-81.187563,Jasper,South Carolina,0.475173756,0.387850987,35.97,41.706
